owner,Sensei
2t4RKpdLxcadTaZ6NUsttEWfjXiqUV2Km9qt4J2GYJfZ,1
8SbUxqaRxJq9mA3CNLYGDLfUYs7ugYZaebkX5gsf3Buy,2
AFm9j4GS5n1fK67WwwiCAGv1kxmYfX5FL3nTWRDqiDj5,3
5muZx1SKjgiSGRRuKbX9oaBfXvQ2opCvh2zrVcD6W1Az,1
NuP9Ya81431LK3Zy7hvWi2wrff5PMFFxSQtDkr8auJb,2
3drnafq7HqismZpmH1Jp7d795jNgQucHX7e1ivjzXAXB,4
7PwzcxrPnAaEyFcDzGkHRoXEtmMif347gm7TTf6QpJnz,1
ERVTSZjCv1X2PcMXzXAo3BYoR5bPVGnrumx7q5Q7Exkf,1
HKPGSQTRAJxrvi7gHdfRJws1tsTACSFbPYqEX6E9Ag59,1
7yJWjvGc4G5teEYFmTHa7tc7XpLTDuCn3sf3a8XkS2hS,1
87nQiCwsztiKNmi23TxhnLzquGQVHFJzBxumPrF1zNiH,1
2iqgZTWqNo2AT6gt1zUbT5yABtycWiEhft4nwpGV8RK1,1
GVPtdci9pJb7CWjc6ACJNtZBkZi8CU1WCfHCdB7BFJZV,2
8eTZruQKoW5QqjH81z2acEzSc3gEQ1Svpi2WYoUun2o8,1
9rr2SCp3ippcU4qbFEV7Td686powebW73kjW8N643S5c,2
HmEL9qRUxSyvmjdUobnNPHDbwn9u7HKYr62kRFpikoQB,3
CYEi9fq632ugJeaow11LsTZSsyinSQnb2GVxDT2CAQoR,4
Hw8NG3WDfq84VYrC5zQFn2jAnjHcLFHQ8yhQoCZfR8UB,2
BoHKqVX6PaeVtHsSnPDcLu6YcLCm5hmcJkHhy5LFhEce,3
HmcsQCrUKxoDZ94x5GPCBSnfV7kjtJkbQg3fmYB2zRHg,2
AvuYirsYsKhMpH4bB7Z7HfQJMcWmkX94AFysACXBdU7X,1
6AMM3Fug5wdofziufwAkF63LP2GfkoaqsKKeiEtMqtW5,2
4Qy6WxBvvHPC6ARBWqMxw9nfmDgwQ38ghxDRUK2HERSe,3
DiuZ6Kk62Dx3jnRjE4ujigkBKGCWpQkuy8uyDakF7RtW,2
9yEsu142H35ATjruJ8dxP2zJ4cJ1hSYREFLnFXjximRq,2
8pVZ2tLDEfyEr3DkC6jkXGCwYpsspztyNTt8VSdLJM1E,1
F8WQ939iDkHUQ9oNxhKVpQWutzEto9PY5dEKNNAuf4nU,8
FUCK3tugBs14iEym4zHfKbxNFaekxgpcGRRrGa9iQdPN,1
H8tdQcAfJzt31pj8iod2NCN9pnHdPndjkqCNC5R1DFGx,1
9ZiUB9zhcWYSXKL5sa7Sa7JQvcNrmh43ojDhndsG3kzW,1
ASm7ubvg6kQj2LXwFuXq62DPtZy2H12wzrqEUPxJm5Sc,1
5BHfQ6gQkDMwNjMNZ6j3x1gUai6rNN1vYRBfw8BQrVfT,2
2Vv6bR2L5vTwuweYzNYX7SpMkVFnQu13jR9FVf3KmSQq,2
AMtqaLND5ws2Sacj6EyccsLeXwCtHR3YLMTUtwzSaVrq,1
8TgN2qdvhJjGiethEXxDiLwfZSJ71oJsXBrq2pVBtpeF,2
DUtZYjdG2roB8gpdJ3vEPcH7rwbL9SRmC2EXCbbH4KLM,2
9kcR8tg8PNccPbZhaFwSktzRUvxCFGfCwcihdXNxyQG2,1
BVZa992V4hbixxoBApgR9ZLiMjgKT24SqCsDvYRmA87K,4
5QiBAE458tJgT1GMutkzUayGUpDPZ7yCxDDqjRnMQyAH,2
9qiQLDZyK5vUxoydL14QHHtSR7xVdEadyeido7C6uAUN,1
6TttKgJdnnTPKYp9vKQdyq1huiJaJsNkPR4ft2VNThW4,1
H8dBXfjfFt4LzmmxWcu99SyTX8f6qemjwyhKi3V8YCvV,5
3CwGyzSpAncr6yvYys5QPpZi5YqNMfPgJ5S5JFgCy33P,2
uWCESaEpkauYCuh9oGG1ZvYkxyvy9RRs286erTHNPsQ,1
WF6HBLKmp4hSHePqrPAAmQBoYAtXFmg9snFExrZVhjp,2
A2vbAArwuEG74r2qtLANWRo7uNzPqnRE3edGLWaypWqC,2
88BRG9vmTiiAvCPTQ2BAnMfxdyTzyqXsEaNrnd87ZbDm,1
GcjqTijPw6XUyWmYkG23cHTPyJYQpkQN2Y2q7AsFFaQ7,1
vx1uajm1q4VVdmzhKyjRczWeoLKhLEZpsypwTKupSHU,1
FJrqM8kuJwqJeQA7K3mNCCH5dHU4znwVDtW5jkJmZQvB,1
JCMb1rdW8URiz5zKTPqX7qvXZW9mjdvLuRzHGR6My1KC,1
2jUaJLG61CKTxJh5DuWDayMKyJxhC9oKxPgFNGiVpoZq,1
4fCKuY74BeYEGcv8YWGXyK5X6msK6L3DMQbueBugzYi9,1
Bdz56n2b53VioBVVxSGabBd1WGZXyxEo5RN5QkQQ8yP8,1
27BDAeXB8V3NuEz2yEGxJt6Y7K93j3aT4KXqUUrnM6Q9,1
98FReMhFWGtMUrnvV1KtNtww671BcxxJHDo4grrJ6aWs,2
6Xko7oi2Z6gmaAPaGTdtkPyUW8HxGpGiLcPi8SfkHmub,2
A8vHXv5TLaX7DLjCj82F1R94T2XFZxhiDHQfdbZxFzZu,1
3iWTLSCNErWQn2RE7cf4okwrpK8wTC1szgeMNbNk98Jb,1
7wvFyuRppuZTxxYEQZFQszeMFEbm3tDFq1TZWMNjzBj2,7
GoWriVkSn8Z3WLsbyUEEU4AMGqQ46yMA9sbp3BgrGKxr,1
GksfuopCmJ2VbDqjvZT7CCWUWhFebpUtBHy1WD2ZXmj9,2
ZUUcxZPQkMGXyVpQVp3YUv275T7yDUjS65M9i1noJNx,4
9TS4AXLwgUQhwtPiFmufFjJVZXMR4dg3svTfjBt8pBpG,1
ExFPzmhVLwMeRqcsc7xbui7quEdSVvf9yRpTXkJaTMBU,1
5oHUFz2arXYid8XMKAmprb4o95Hx9ZaMwQMyRQi8U2WE,1
3XGD1m1rAo1JrVxU9s6T51XyaoMxKEzwUqGVQfb2xa4C,2
441jgbE3X2QB9tqP9JantZn4EbeYY6gr66ry11iVGJC6,1
5KjviTEtatm6XVvtRCFcXCiqvT5gf2K7NsuCFuQJGExE,2
Ankuj9vDZdJ9fZ5FGdVDbaA3sxMTD9a5Eoc75YAKG8ps,1
Eq1xyL2b5vvWXUVSqw7ZJakjCPuRFUzWS2bx9uXY2eVv,1
5Hcon91CqL7DTwDrKgRt4xfvhpnhbxAHQX3c3mByHQSF,1
2LH4Q2PQBKxCkZHuenCWcpdpSKeosdoVeYpjp7S5mctz,1
CNokLHoAohuXyYkjSXEA2oGNpC2G26aznHG2SZxgsYh1,2
HTmwdif75ny1uGEK5s28nmLyALQgUuHBZCkLq51mdhMs,2
DCLNy3XtMgzAUBseM3BatZE1Bf5KgA67hWkcGTqUgALd,2
5s5t1u7NvEqy6QXGA9b3dMftnW9kQFcer9V5R5GMF9y8,1
EuuN1sKvasCnsEm23iKBxFQFLgt3LeyVidiVcMnSoqcd,2
Ef4t8wgUwkEsijAPgYetssYa1Nga8sR8tbEoXJW4UMve,2
BtQLrgae8iCdWHUyNqr9rvkzkZGJD1ZN5jKw6HEoiWWt,2
5nA34JCeKGo5HuEVj3pBspVeWVJve5iFkC3joSmHauzz,2
FtngcYX9K1p2imZ6TicUpzqeh7MAzNG8z2PfpKg8LJmZ,1
Bf4BSrJ3qdo8sXp5GQ2kYHivq6ou8Grbv9iXgGcf5k3j,1
7Vyusga9ADAWejeUM69jtFRDp13SBbTerkqe4jsDA2Gn,1
5Prb9FyJ12X2RqbxxeHRCeJdFsvuejvuViv5nWC15SDf,8
BZUNUGwxKP5ZCJod4idEXkhqtFcsQVLR9yH3to5ALHGT,4
3z7Et8onqm7CBkYcVP3p47fn7hGFDBVzTJbMmA2n22LW,1
C9ee3N4vZ5Axx5PVQSGnNuACsJyTXndEvuLpmLsnc8jt,1
D2oHtKToY61bhogYEkDuFRae1uQ3tASxjW83aKkqQnQa,1
9pPJqTssbRyzjXd3kGEVSHXv5wtmwgJADNbUPkeAdCXY,1
7srzjzYnPFbfdEWWmT4LgrvmsUFHfCsydookpxssWDXJ,1
EYgQuwY1jrdSfTjps3fPfTgeNtCT3Wwf72bENQNMx9vX,1
7wFXaRXMiDVvtUaQE31zKf7asYfppVegYMU61mFdfDhX,1
3q9WA1zAEhKBc1UjaaSfmfvXuwpDsa7zLLokC45PR4Xw,1
Chm1foacUZtUwX66XYUeUXfpH5gaexjX1VrUQgFLMwzJ,1
AQxnc8M5eTBLAxydvnPVfnW6qPDrPuP8tpPqgei9strG,2
AndyXLuta7ht5digShXZvuvxNHTnEY5TSMEQojeQh96,1
AnycJxKYhQi14pwUB7Vc4xdL2ckV7tN5nAfmA1kP8Luy,2
CAovPH2QdGQzZCJUAYz7R61342JRLsxFxRMxMBb8KUro,1
GkomFGDeuPkCUG9KZmaGnkDd9mNJwmo9jNfq6DFoBskE,1
9FoeaEj2rLfPAZyPLMQeZewNAdQjDy9wTtoqPQLXmBp6,2
92L9fAPLadQndXDjD1tKRYekT5dmQBo3XZg7FjxqE6Hm,2
42A9fb7FVRmELgLUVTTTGtdnCdeHnFfFW15Xrqq63yYn,1
62rjFgJCzAyrLuRWRKpYmj6UectiwNiyKFLb3QrvJNEb,1
3P85yAsx6AYMaiQzX8U3BmtvukTWAGtDxzsmZfYkaXzo,2
CqbKycoPXVwkEz1yQi5q7n4q1eUZ8zLaho6GiaF9MnL4,2
7durHAkxzh3qxwdxpvzMPNAcxmDtzHNSvkAy9BFCh8yA,2
FL53P6diSX2ZdJc5pTkgj7J6HJxc598fHwzptwXLMfqP,1
2pSGX7BeZVywLYmsxjV38iYMTKV8ZzbT6ch3667AFAvp,1
EPNidoL9J3A16z3iRWJD9FMtWqsVSzgbieNageJHuB4q,1
2BXiH5kAJkgUSgP2CFBGZwKMXY3mJHvE1SRsYXYV43Ek,1
AcZDDqXEJwGT8xMcPSutHQhDQByBnFqi7G3wHpJSv2AC,1
3GhLAtAJjRebgPaW9xGHYzaQ72RYdup1hsLPFri9SPKJ,1
GbmCRx8DFz3N5g8fz6va8yL4zqaKZYmqy2B8M2YTiCCU,1
J4D7hwz2KphLEondNFSiNxtEswDQ8Hb9wjtDXBAHZfLL,1
2GpmXprnvKWaxGVJodq4LC61evg1E92iY8TyNbmLYGTf,1
9CJX5V5ZpBHByZJ59konKRWfPbcvtx3wz6Zpz3FCtwLZ,1
7iWW4G3YQQD5Ejc9Hrb3hxecBuHpLJUeUga8SS2HZWzy,2
9KE1MtctSV6zb9Rvibzqs5bGxLx9jQr8YDaRM3YJGCav,3
5qHQckJnNoDSwUCnVd4iNQc9ywkfT2dAWoP7CPNm9Tfp,3
6cptBVvc4zWpfj7vfcwcpufKwXnpFnW3VhEEL7t4tGAL,12
95TwLQ68R7bU4ABfBVuL1Lojf215nZBS2JztRE2vqPuy,10
CBwyjUboeozezfbUwGL3P1bZAHEUgjVwcaRoGor6m4UA,1
2GtRjpK7doy9xk15iVVvgFidJz36rScG7J8iFRDssZn6,1
4TidbLDsddNzJ1bNjKKP5RBujBAwQkb5Ap7j62RMG4it,5
DFzcrQvA84KJ36TxgEGmipXUqthaJHWHBtLojNpcE3Ks,3
2RAznGh27XGqormUa5LxM4QYtY8upEZKzDJNxM4GSp6X,1
H4TBEe9SdCsch5FH3eraprWEH7ZM4mAtgoJd2xjw5VP9,2
62L7yWw2cVQPT4beqVmuSCaStE26tYV2jbdMj8HdFyVZ,1
14CwLkZkuCLfox5YLqDYAwLSvcr2pNhMMUqhn1EkK8DJ,1
E5AY1Mgk1K5SAkjEf4rFSoVk3dSWksn3TzgpK77gUSNW,3
HUp5pi5zco7QP47GJtskUfqsuWnDHit7Lgc5ZQcCk5h6,2
CNHLacxfM5ynoFtxk77QQft2GxRbMao8jXwiwQfJM73x,2
68bfUHxvJ25beNs3gYpD1KPy2ipd4sRFxTK1xyNVU1dW,2
G7qWFUsUuXvZSKkphZyHDuUk7teScSj6fYVzhZ3hrb6n,1
DrctKTeG1aDRiPBVAwS6v9CFnnSxmnJsyEiDtmGddhWy,2
7AVuVdWJnKKtBvebsmsYfhUAbzWJf6cMfp2UPhN2uerd,3
F7VBmVXossvVuvzcr1Ziek2KnrMq2mLEDtpuXTTPzk1A,3
3zPV3yT92i6DokZcQBLySaTME9cHPbZfCpBEKwsh6o9S,1
68A7rJZueB2p4Vw9wYJMKqSzGXtLanfMvTvz3q3q9FHh,1
FmkXkxJW83V64kwMda73jfQs9RJZeUzdJZb98u1YGjfD,1
JDUgZFqjhUHQWrsmCGnTqbHxkgEu8zD8dnhEhRffWLA,5
8JSpcQNDhQXL5vkKoyvSEmoYCXihMmB2ayNdP959hBEM,1
F9z527kaByzoE7sKcZLvrrGF7Ci48FvYGwJcFTS1Wj3,1
4YFuautheXQywCvLnE5bdTdw981zgjU8ABNT3X2PBsFF,3
Dc2nkZBMFhwJrf6gdjvuBMXtowVDEaAdMsDGJPsKwJei,2
51oET2dy4vCmZ1JMGYR9hbsvsLng1vcLD6z2AZp1uq1j,2
481YMJ8kZMnzWZHaydWa85NJPv9Vey4rakvU7EjykDaA,2
EmLj24LUJwyWtgbsp7LwWL6xEeu2Hph5eWR5PuEuPAaA,1
DuCnqb4nVqTReu8RCvwU7xom3JoviYFvHCiDk6Y4Srwf,1
G3aqmCVWzHY9m8CHQrswvW5rXJJzqUhAPddWvdHoj6Ym,2
EfRC3ng6jfqPJsBHQwk3jvqJUG8BdKBjeYNdjBfSuBnJ,2
C1G9E2h2uLjnZNM1FVFm5SdxCWnGZ2RjidktRA16FJas,1
9xM3QDHb6t3wXhkYinpF9Nk23U7E6DofbcnVbUmHkiUh,1
AWhQaY2o6y7LkHUPQVAEA8SFPqEgeiE3kxmQ99asWYWU,1
A32pXQdetWKtjBtfJizLso9u7hafGuD1qJpr4fXbZFjD,1
3xh3gfsci5RztDjbx9GijHEeLTXaDx61k3iZcedNwmVf,1
ENSzcgf9xmFkw2nm9eJZJheAbzv6iWgqqUFo7gcX6YHo,2
CvAYNDN1uz95zz1w63uifKtvqR9Sr6eNn9a6iHCQMsbx,1
8TFJ8bu1PnPUJ9bK6ckndvNvAv3GtZ2uzcv2oB7ysbu1,1
HZcMxPZeY9dZ7LVkm2UVDN7MxRTrPCW9N94qGNwLwnpn,1
AumrH8CKDPJ1rNzY2ySufwmvDGmhmtJuPFFRvgS5DJ8r,2
9SkXry2jzyuthzDiJfqUgcBo9rM6vqu4BpNEZEZcF4rp,2
BCmWN3Zzd8SCpKNGwfThMrHNa9cn8f35ZV1BbEn8v44,1
5tnHv1hjci1jZrTu7nPxwCR2mFKS7HW2Lr3wkTnGvQ3Z,1
6cZjSW9FFRFLYSUMK2diKQxmN3jg4VYabA8itrxMirNF,1
7Rp51HCQBf3TFivfqMk65pAKbtogwrUpEAtfN3f8Ciz2,2
7g2Du4h2j7FDXKv1eXwGVcWEttt9WZgnujvEDBSrBx6N,1
kesvh5SxcQqovUqhyvB5DXpC4cR1wSZoYdFVyxPUGqt,1
8jiTtycJXyTRfCSgxbQKrpKQD1Zs2h2AqoaHZNHUT1u2,1
Hkx4F168hestca3h99fks6KHLVgfUZ6NNgBCXaemSuEU,2
5TAaxrmfrgPQ76BtztML4tGQpTJB9dPe3s4a1kKVPVTf,1
ErKoYy8smCgxLx8jKeCJjUh3V8Sxr6BhPeBpHwXa1c6c,3
C1RvdDxBEGQecntxWtieCESvPBupNnmiSVnEc9ZgE3am,1
772UxVq547SbkmsyAfWfnySxvg1tCBAzmi1ygybbgiev,1
9vgzwp9qFunb4NYWGuaFTUDm5cdTgbN53qEeGgy117Dw,1
BGV4rtmghqmZ1Cbc6KDhHrsst1DZq8HQ4yCyU5tegtq8,1
2PS94D76WNetGuEP38AxX391WPwJR3Zn9DLinpaGmVDD,1
2Lg9NRwdhBXnTuwUfk9oaUqp7mJZbFbzyBY5tsXGpTZs,3
F4bXmC9GMQf9MzWUo3UqAaj15JnWmGmSdJ6p4UKYGgVc,3
5ALv9ywMGDj6isJcGEwhyLdAAVhXqsLxpY5RyL2K5uvx,3
7oapjgAzFxCaPsWkwQTdb8GYNEaXhSDkWQEkVMquo1tN,1
FGQrHt8gRF2vkxRQdypM1QuwSXL3GPP5P6YUpyxtmM4T,1
3T7xx63MY5Z6z66nCb2hvCpUmbQwha3mXysYPiCAS1Cj,1
2FsxFx5pe6FdMyhpCsVQ1txqRwQjo1wTCS3FD7KigL3a,1
BJmfQoLZBWGPWCVAYbpkrMYfxE8nMi7kMLzxTRsm4UGr,2
5o8BSwjbPAZztbzDxfvM7ayC7p8c84Bmr3tRacY3HSqR,1
EaEfbpdVDX79mRfDtjPouoXn4weTnpUzme9vPuxbFkYn,2
2Qc1fFr5cVrdPiaeAzigN1WRahZWGxzctwfzoCedDzc5,1
7ExyjvoUgqh28dyvYgQ9E1NZ6GzKYcWwCQgRofUrA8R9,1
GMWYsCVH8cuLVn2cN7YhjKaYmHCk9Fwy61yDvZkBM6gU,1
7UkVj7UcGsaCEpf3Pi6k6qxa33iuf8eehsTmaXtcVPzv,1
AZDajJyRXTRu9gfCTFZgJTkqvQHBtA7W3ab4y5TdCbew,2
HMmZ3EL1LhTTWG8eZRurKBctb5TaM2mLJSwBJC3EAq1J,1
Aj1ZXyd4gK3M4iTvYVCNebRq7Kwr4kouvHgxvJiafaQ,1
B1JwjQLUZWcoyXhquyHFvgwDg9Lf5NW1DWq4GznP8VBq,8
7zQ7t5FqzGgL12QRp1AMkG4A5Fetk7QRfBZmmVYLFJwM,3
EHZYUcnZG7nomaUpmHLAYW3XTNJME27j61WhXJdGqq2a,2
3MCyHktkpUfF6CxCGcbTWgg6U9WaecqdajjaXUxkEJqt,2
YpEuA9RetRXD1N1ymrZCXR6PFXsJKNGbLSF6SPqUCCB,2
HNycbVmbjjCoBcMEbWDXyNAZnGBSWA8szVYj5vL4XVz5,1
AWocXdA5Bdmcbd3RFQYEJpeY5GX9ea1SwLjDcEV7Mw9P,6
8uyewewxyJw7vM4yDGpPwFm3rJQtERXnaVa7xuymGNVf,1
PMEaYFZi3byJ5aBas4R9MBZUMe7iWwWg3VTtQ6SMLi2,2
3oNYHXKrxccPGK2hZpx7ZpPPieRiJqxdjzH3GrXc3xHc,1
DUUAGwvRLCDK7N3husdmUDMXb1Lih9wgZyovp6ACYj7D,3
JD9eYE5JANYnHcL5mWr9gBfJwD1CxX5H1PjVT3ammiwh,1
EV3uKB4BsdTjrFAhPcFYUyKZrCSBjYBABxas1QCFC299,2
GnBxxBuxrBMqbthvAYPiz8m8KvS6huoynA5fPi1S33kQ,3
u69bhoFmw3YG9gALPpCLKRz6ZeNMRp27cfALjAsCz3u,2
8BXx8o9QfJ2CSC8DMynxmTQuX6xyMtgjwBdWKf4UbrqM,2
GN67R657SW13ibLMNkYvW7TZ5RJ6akfUACk5Jt6vPesA,5
6bPPEfwXkCYEzhMdoHNEszftjxdm29USuUMEWSavVooJ,2
6HJ5yRS845ncntHxpSSRGZtZV4AMPWvE1y1BnVhvjgKd,2
5iqjN6PCTyiXQNLDnJDVy8U6kG4dMUxa3Rj3Xoh3RHHx,1
6iA5sPtm3wnJhextDaztxkS2miWgXteC5qabv6V4KaLS,5
5BEDF7KxZaq2oJ8E995s3Pc9b2zMizeHH31B94vCXv7o,1
CMb9bqUtJWDUx1vXoAtXhFm8Ctvu8SfoKyC25uVuWqET,1
HWY3VGuCij6uSPkaq68HpvEauavnjp9KjSMJGpUPLV4,1
BaPpRq7o4TYrwRFRKYFbNwh9SR8q2KGSc9HMAjBrVsSV,1
F8VWj5MRSj6LZNhNZMxLcaCcn16RtFPWRJEaPjt5d85m,1
9i48utFUqPVv9KuLSWnPU4WNzmUjzzYeTqwo4sd8LiVn,1
2aW855ZE2MAfaszBbZWKNsAJ3q6EkCcSUXtmy6NjpoTA,1
CTfTmHhk2QpqRGWtRHZUXVNVcQGLtfTGQ2fNaCpNy8Zi,3
7d6Eh26D6J6pHjbxi8pypob3VaZnKvSyafwXXgvYPiEj,1
3dM5A3LMiVqdg9Kqf34yK8mSRy2KdZ2vfk4x6jR3rzhV,1
727omGzb99gDjr2EX6YYHYgH7YU1Zm4qtxGtqmuRtyYd,1
5JpYYfHEqfNuN6PyqrATTccnv3ieHQm8VLJksk42hJCx,2
GnFAPVn3jPuW1jm4EjXQYenjfGe9ZmFz6NusDB1gHECB,4
59xftXw7Ry7vpcZryZPQu5cgCf2XnsS9iC1MTSzfQbyC,1
2apALiPjLhsqiJm3eopoWtKZbWMvuSorucDxXjobFnSh,1
Gayt3aPqkVDty8DmGbmXaZpgQoTm3QFLKribEcELFX1Y,1
95LWJvJMTkVyWxHisfGhn2QTNj5CYTodZgUQ74QNinGn,2
2Pb6dSBzGwj5i6fvFV12uggcZceMDC2Be7bKDTu3eDiV,2
DorU5Caa9C7FdmuszT9CFwu9SGFtLE3jQkaV98sew3jL,2
2snFKQcT8NLiNdTJvSa3J1uYjAjpbQVR5YmqjwV6ramg,1
BJzotQ4nykk27ebfeUcrASsTdJoJXPWc19dHxuYsUvY6,1
CxoPncXoX4gUSeuuiBpzJKD2kZznXiXzhZFWqR6KtTCe,1
9Q87hXy6GYwNQrrwobaCTsnVUdfbQ6zLeYULYdJUitgb,2
D6zjomvF4ExtE3hbfduiHQfJMFuX97j1XdDhD1BPMJai,2
2XiuJmM7TVywjqGaGCWxLVSDz4kKZytYHMtxesif7YER,4
isrB8oERphovTtf6SaSiS968GPB5jwSvFrAZkZCB2Tj,2
spCeEwv1FraahscqFSzZmk3oZxG4oFXz2bH5TjQ78Qz,2
2oELEk3uKSpwcbgwKvw4PPGkDnTe6PEBLKDERpaNqq24,1
HSopq5Cfbzq6mPVwoEtein6TLundTjRqgejUTYeFMaNP,1
6wF7dDJHsrtF4RfbLpW1WYCm2R1EpvEPtGsEMretrM6S,1
6YGvm3ztxFJGC9Z6Zu4NhcytPmPmRTZ8atz8CwENmV8k,1
AxcWQVjnY7jJdzPBjFQnwHDRLk6ixp5QsZr4FNzjGrUx,2
DHqgGBaJ2QDG6fr81JinDjuZaQBzhboMr7ju7uHaUW5t,1
7Di3k6wzfN7GsXJULvqGnu1sjHZECWj8G64DUvrbxVdd,3
8HujuLSzh7xtXZ5zQt5F6hz8BUQZBjrnf9BETkWWUKmW,2
HNyQtFGEjK43A7Y3u7BNfQzH5qytM5FRqntm6SxmNghm,1
DhZ7GuHhUumsk4wktseJUtpRoXexRMHfN13CfUpwbWob,2
9HFH8QG513beeYTc21DdJDqdEqECL2KtZnXG78HW68Kd,2
AmmkFCUuAyLG2p6BgsMGNBk1RZr7vNziwtEzmWRHcThb,2
GmHf5jMndreZ2PgDnfNiXG8QMZBT8MAJtFwnTCjaVjRK,1
7MRsLwqNt2qkJ6R2NGKskh4TJEStJxmU7AzCihWpYKRo,1
C4BWvTPm2nCbqhLSuyc7PPWUoVVe1pjrYhdco3MbZLaL,2
GKhVh9FPLuNk9HLiAtJ9X6xjGrdu2cQPuijAGuyYbDqs,1
3CSzrT7ZAttiNPoV6xgQeauBAP8xXYdLCyye1EXHhQnY,3
B7GyXqqDmQdBgzsofnyB1zVnX9J3cmBQ4REYWDyupcwT,9
FJqB9npggS4DHpLWi4YCsSa9qj1vH7dWmz64jJezhkBF,1
2dyBumGnH6CNaxQAXEYDqasBXnQQtc2nkPYDDw7UecSt,2
8ZJc1WnJxBgyfQFfUbJR8RySiD7wFBD2JZL5SgSYaHxp,5
EsdB3k28w8B2V9XbG3Eb8rCMseqfBoSAska7t85n7d59,1
5kULh8VyLdmGa8esvV68MHQetEL9nLaUDW9jKZWrWogu,2
5tFEoK8A4t6EYfREu3w8acvB23tYP4pYN1NkGwA7HgLG,2
5ge1eG9awyjZUCCg1L7KpqrPpYZmodb1WqrP5Dt4WRNf,2
H9TqE39mRtfeW9w2Uu6qfv13TVMmQPaR6AruffZVZ1Dk,3
6j3GBJwoLBm62GyvsLrruH3xsrPUqUEDySzj1p7caCTm,1
5Q4SzUozH1Bsyv7KiWG7PFPNS95L5jds3VHSGG9B9kMy,1
DSqYNnT5PCDMnEcPpfP1bbxtE3rLTCXLTTRPLDQvtFut,1
e1o5qtw5FtNSNYamDGRYtZP3GpRsjRLytYVWJfpw6wQ,2
GYQwACBvnvY5h1RCFYBj7joqjPQEvTV1WDRYXRDTKFby,3
EejjS2Y5y5Qw1xZ3jXrkN6ATfKkFFyQK6prZeCqptY1h,1
2jthGic7E5XEoWEXPUDmwhTdbGHX6FFUs3ZsxhvDrXzm,1
G1q5tSPvbfJ5cgd39HT2U6DMD6bX8wiNHVbjTCZeHsfv,2
E9bf4LKa6bKStbrRVas9yUzKsp1s5thLvQNJraY1vvs2,2
Fb1J5iKCN2eifVezRggKgdSYJUDShRjNPpnwoD3p8Na6,3
9AvzY59scpNTtKsURwJJBgLJ6wB2YudRVas66Fbjfk6S,1
3EYZkk1QRKA9Tn1UnWQ9ESveUovzgWWLBuAm69smguuz,1
4RCbz8BvJo2sDMS6uzwsrXXPe7eHogSwgJFj5Gv7hcj9,1
BAnoRGr1aJY3EhXuu4jGfVZnkzi4rCLSegem1UaoxPnB,1
DyvxkHPTM8Q9VuhJRnTPv8K8PvL7m2dNs9BbEzkJDGjp,1
9W7PwiqbGke3CgJgqYA39gCZQ1s4DL51JxNbXGmfCvTU,2
AyZouxrzJ8Q34XHYfzweeY8yTbG9ruJApWZrYChQvtuv,4
48AyttxxioDKhZJq7qqEXYPrD2Dgy1TXwmWKMpNhqw8k,3
ChQmQJsqYLwTnEVcBdJAA3J4gFuLd6Jxoffxtwpk59rQ,2
BqwMvoR2ktaQcWDMsUMeFyes4UEE5yWJaxn6kBVjPpBH,2
CTe9kaDxyGimSE9ZnUabGmi1H3L2FeFCZgTXo1N3x9Zv,1
E4bfWAHazhAKGL2LYfBdCpPgPTAnZJJHMCehHv6MvPQD,1
AvDiDXzGpYwGufu4uy7iXNdfFxhD7SqMRjAB2w7VHHJY,1
2rBJYTNXR7XFuecD5xxQhgLS2T47g7pSi4sWUd1B5czn,1
GALMthWUA1yfWgR6gPpvdVSPB22XvrksZR6qtEhbREfA,2
E4byhnnE1eK5WFrbA2Jruncdv7pBGzddRjK4QLsY4L9G,1
91DxbZiqtoMYeLWJoMTrfDY1HqQ76qRpMUSR2CLWx3Bo,1
F9zutCFA1sZ4gZTnfaiASpzCr5or5u5VuqKmRcW22GeE,1
8vTqmx7yWt7f13TYjBGjY5meNdcgXBfx71w8dDCEvX53,2
5d6PP6zKc5MzxLmKPPi4ZfMNbGA74froWjySbZQA5fCe,1
DsBFPm3YvFB119g36SoNxXT92e45x1Yvx3sxdkeW9xdK,1
AqpUfU8s6fFRGMVuL8fUbH1WCL2LzdEHfjFsak26kYxf,1
AyX2M9Ck5Qw3VaP76NS1PArmdaeiJZ5DGsi5ya99Dpxd,3
2yxk587jzpLymzmfsJg3TMRmSNrcXYTDqbDU3L6oU2vo,1
FotBwdzVsAb29ccgYqJtssUNBjo26AbqGBpQTtypEcq1,3
CeHJA69eKaFty6texvD2bB367v2UAuyvcSQjBsovb7am,2
3vURyGVHnJjFojmko4NppMg7V3vE81uaWhB9z2sLreH3,1
pNybTr6rzsoPYpfVsZhTyRFHnM85M3oFi42geBfuua5,2
4d5w4LQPKDR4FNAXUgy66fECYgkA1RNAPatXRHowcxd4,2
FsHR3y6AkGU68vnhYavs4DSduQ5eMCwkQzSR8bXskkZX,1
HPLTMLhi3QNiWN8atgGcGJDHiLHxBQx9nR5Y9H2Gk5qU,1
6hjoKQD5wPFF7RjTjDMLEGLZFM7NZU8uNSJpx9gNFUU5,1
Fjnf5FSenCRypABpeUcw7NDk5eoNi6CuGxJAdH7wgYGK,1
BECHAzzSSzFdFMdQ5H4B6T6WbSWGqU3vy1yViiwz7Wik,2
