owner,Sensei,FRG
GVhp8efgbNm9GxZ9JDzBd1CZc2Er9bNw5gzF1xppUV4U,1,0
B4zkDon9XYQ4vkDxn9cXjQiFH8fxX1eWG6HGkhpwGnCX,2,0
F4AdRpTCgeQLiGj2Dw3HDiJNriatna8Qk3e8A8q8VS9u,3,0
GY6u5yhWfJgtCA2zTPcmhjUTGXGzFJPqf2zXrzMCUQ8F,2,0
9DggqX5V14deHWKSLeaxxd151LUqvchyzfjrxoWcsjfq,1,0
DQtRg7EAecUHELsxTgHim8vyGNtNPRrzgKRLX8JVaZuA,2,0
5YnsUrZDi5TGvekQw4tHoD9sHftg3JA7hSUua3FzSbxT,1,0
Anc8zSjjwTUkcbETRPhwoFqnxpXnzYDLYXwoK5wTWmSo,2,0
4jGkRUXpWFSY3q9XLErccm5nGCUU7jZcAmfEz9eg21tH,1,0
6iA5sPtm3wnJhextDaztxkS2miWgXteC5qabv6V4KaLS,5,0
Ay44Mmhtx8DrvCbhMsd7kqCZYn4BC3ubJss9WNfMmKHo,2,0
B8yykHkQ6ey87eSkTvBN74va9Qx4QrmSQPoQvcFPriBj,1,0
DmV6QtVcKHLbVtBqKNnsXemTYAWv3ZfiNDTZzavXBm8u,1,0
tx1K5ky6ZYTdTTxuoSh5eaiaFM2tzRypvnep6gfreP9,2,0
95LWJvJMTkVyWxHisfGhn2QTNj5CYTodZgUQ74QNinGn,2,0
6Wsfu3qaWtH5xBeRndyssnbSUfyvuFTf2ng58kHTrDRZ,3,0
3h1hCuMwZ68xC11BcvBvn5EnYpJBsKqk6wk3xdfrZPmw,1,0
8d9c763W2KmnyGy6eCJ8uw39UHw7FuipeoEsB1b6J2ce,1,0
71RvT8qAJLRcsXMmL91FXsFAAuPmKdMe5ZKRyRYKHEBv,3,0
4mHAMar8Fh425psuej6r4QSan4h35w9MxGqNoFBwLuDZ,1,0
CpFXLDmToziJuf4kWJHE4xXcuz11d2Y36ZK9Q4e6c1Z1,1,0
FQC8tfP6GhmLAsFBf5ezzuSnX47YGyxytHDVGFtHPVCD,3,0
FotBwdzVsAb29ccgYqJtssUNBjo26AbqGBpQTtypEcq1,3,0
D9jmE93Tq2MU1ZHU1c6qM2TgwMQGQecx2Yw21KYtYbZo,1,0
CsY7rszkADUnPvUS6fSnKo9knRbL3FjbiV3zwQWtYgRX,2,0
DjwBSVPz67EUmCTVoZDYGLLmBbKNR5UDWJnnL3dLzau4,1,0
95TwLQ68R7bU4ABfBVuL1Lojf215nZBS2JztRE2vqPuy,4,0
8GhEs71GqXMXTtrJxBXLDVhQgzEwRXobbudFeBMdQSjJ,2,0
2PS94D76WNetGuEP38AxX391WPwJR3Zn9DLinpaGmVDD,2,0
Gnsbz9w1u5ECnZL1X6KRq5TXHMW4dtAyDk5QHEmcXXaf,2,0
4eJbYqJGHAW7Ph5Py2ZPpd9vPUryBucEy5D6Sx7i2fWp,2,0
AQ8Ahv2djzPiaVp9wdZVrJZcvZcRFLkQmKMiKeSM7TEM,1,0
6CkLHi9qp5LKgaoiwE7ajfTiXRY2r2MUWR5ZndoMJWXJ,1,0
FSkUFA3rKv4pqQe1qA3QJbCf1ZDLNqYea3uwkCtAc4S6,1,0
B9FYjTsrLjqRzZFUBiC3x2LdTE7GBNb6yPcjd8q43jm3,2,0
DT1kMuVehCVy8LbXbRbAjnJas5vZUCQnsGxGQ4vip9Zf,1,0
8FJxH7TmJrPHMqnTTvgPd9qozwSX23A5TB1ivn4LVpf4,3,0
727omGzb99gDjr2EX6YYHYgH7YU1Zm4qtxGtqmuRtyYd,1,0
BhgpcL5VMD1zHGB8bAqvRXuxjcXJFPoSjooNfJYgBaeN,1,0
51Ce6zjcyVhEBVb8dtou5BxoNn61ffDNdsjcuQYLUygJ,2,0
C4FfSjaKZzNadC7oPbwG4paLdT4sSgm6k8pJN35Qxv6c,1,0
6Fqkb9UC4jsm95ekE7dMpNVJiVb7VMpCLWcHVxnpoVkL,2,0
9vt3qSoGDQ1o3nE945BQjpZA6ybXTrP6T2ySUb7MBSFQ,1,0
6c4k18xXHTqC4EuUibhuiPrUfVZCM8Jjb2kygHuPEuJZ,2,0
E9BZ5uzyP8Uyevet7KEGHrH3hhraePKBvbmzCWCAeDqT,1,0
6bUawqZBCno1vrjBfYcWNLegooLkthwSkbEUZQsMjGo4,1,0
FpjJPyqhu5eUEpdc4PNLSMAuqSqGgbtQ7ZES8z8h1m2K,1,0
AZLm21MaKZrAGCS11xmcYnCVmra2RJQ5nwyaNM5yCWkn,2,0
5yCN7Y2nDY9WZb5pJaniC7NcPGPPqS3ZSopLzGwtnh45,2,0
2PK3aKJfNVqVtjKWitNCwVCANYpDGnWbpTafZz5UDbn3,3,0
A2cHdomJi1DyxmGiF25MWLXAswrJJhsV8vzP8YNVeRTG,1,0
6PdkWCAGbHiWsVfM2md1Z8RiU25NLBwgiwU7MnDL7pTv,2,0
H7Kato7GD7gSV6JtAkt7bNfWgmoFj4v7FKkmWZBh8w1u,1,0
CCDfMXtix3ZYra9gUc8XJ7qpXN9fwr2y2RQwy9cFWnuj,2,0
G4Pa2smfWYJAF2e9mUQGzgGivJKpgMbFWEQzp3apGkf1,3,0
EZMQZ5qz65Hu3XxTxwQeHNJXyBgQjP1WmMkHckdWbQ4d,1,0
9VCkviQxoseSvCFjSPhgom6pWJvautSTz4n7e8XRMZzf,1,0
JDgC7F9LAmemQDgEhLiyRTAj4vFQ1BbTBh53qPbusAVf,2,0
3ZZCNX89w1mjFrZdA8T54JKLmUhU9PgrPn7eAwdvhUhB,1,0
3xnBrDYko92Pj531G5FRtGVD5EAhpV5Dsj8zX2tuowN3,2,0
YpEuA9RetRXD1N1ymrZCXR6PFXsJKNGbLSF6SPqUCCB,2,0
GZivknJJjMyD3nzLs3SN49ND9os8xro5KmPa5DXro9wb,1,0
7vBGXs44wcfQ4z8EceaXGQ9BSUWHeT1tXQuq659QaVCy,1,0
FUb6ttW8EL3EABfax77A4TXs55mgAg1E1V9972w6tpeX,2,0
EBr3BqSrX4h4539PCzpGMLUVgDeiaMDaCiaAgLynbR4p,2,0
BL9J9GABZPcK1G3rzCUsVPh815XUSt3vSWmRffab4DwV,1,0
9cmiDWv1b5zRJqbJsFvbKk5k7EXENddT9nvVCxaRQ5Rs,3,0
8AUvHHZyfpEFBZJMzLe6rnY1gcfhepWeY5JtNfcDCFUL,1,0
EapK5ZAYkQscQ4CCA7x5kh42CC31J2D2bjh2YMzDCPdi,1,0
H278PekRws2BnBUBfqfjTUTaGVxTst2pt92Hv1Tkj2yM,2,0
8LUpAC6eku5nVvjCitQGuBCKNfwgHLuWfRKuBsSBKhVX,1,0
8CRQtU1iBeYY4ZjBBGd7wLhkGVZk6dUY3KEEEw7azQ4q,2,0
72qXpaN7kZ89u9tEpzyFVvCon4zGhcSf1iRLLRnsKDuM,1,0
LCT6HJ821nvNE1rY6gtEz8a6EVfBv2AyLjbAgD1ZeW6,1,0
AppLDyEaxn5DfFQYVemZbyMTtc8rcUMZMdca8p7iqGdc,1,0
7KWTcmHwZUmFGmt9x7hKWLYnc8MPxocRcQMUyhBzuAGQ,2,0
AyZouxrzJ8Q34XHYfzweeY8yTbG9ruJApWZrYChQvtuv,9,4
E4LBmMACrfWKqQV7jvMHxgzMyYHPN1VgMXetiLu6Pe8C,1,0
4zL91hSZXmtpocZFi45J3ZUcdAcHfRtuCz7yMhS9uEzW,3,0
HEAaBzfH8YCSVC7jKU1skEkfHQQrC3YoSLairfaeigSn,3,0
2yiiKJaRpmY9xpyohb3HC5dAFGQ2TYYT13tDnmE3UXMs,1,0
F3s5Rki8ZQJHN7BkcS1d2XScn7jmXrSp6qocQpX3RfBo,2,0
C2rLxshWmZH4A5aaeGFSJCeNr71PLXN7nDFeGknbvu3k,1,0
oTZfPapMAfAd5VS8iHUiqKBu42xfuZzX1pUdqRATYaP,1,0
Bcv7bU1hTTxGn5zDqhKcDUtJcrrbRXLEPcRsQmuu74ec,2,0
JCMb1rdW8URiz5zKTPqX7qvXZW9mjdvLuRzHGR6My1KC,1,0
Eon7JkXRWT5BCsV7k61VR3nyzQjag96YTvUqdbD6Xgjn,6,0
F4bXmC9GMQf9MzWUo3UqAaj15JnWmGmSdJ6p4UKYGgVc,3,0
E4byhnnE1eK5WFrbA2Jruncdv7pBGzddRjK4QLsY4L9G,1,0
4Pm9XPoiwoNzsEXcGKC8cKgBs3QYiUYoL5msqUZ3HNfY,1,0
DNY4cjRv2jZ9PQwuKXdetnUVxnt2FatwHUQeeffD2UkY,1,0
8JSpcQNDhQXL5vkKoyvSEmoYCXihMmB2ayNdP959hBEM,1,0
xxdJBBZRLb7Kcd82c3EmXjjuG3jyNy454Z8v5AVDrtz,2,0
HrruVrzK1QXugKiu3ssxP6n95vyYGVuifxQCd4e4t4px,2,0
GP1PAsdKe6EpR4kuLRJnPCvzBX39md7SJHBbm3vydf6L,2,0
BbTrE64umQTLV3coiXh7CQhGjueGX7R88tDvuQgr4hSj,3,0
3qt68KC9sTz8c6za1MW7aSLhD7pMdNgNnBUS8Fr8Lney,1,0
7ExyjvoUgqh28dyvYgQ9E1NZ6GzKYcWwCQgRofUrA8R9,1,0
CJmkXro7WfCAyHcxwqf9ULtiDsVuynF7Pys5M9QmYq6S,12,0
9bVrPx3oxEmSGPHpqrMZQLEoWHuwaQ8V8M1dpvRc3JTg,1,0
CHPUec1dJPjNyFoMtyWsbASrbDmJMcH6gXKhj8sVjSUt,2,0
GdJ9HC44tCKnFTFLjWtxEvr3QX4Vv3BGLMNwtMkkdtgu,1,0
44evCg6h9uZGPyyjjCb3otwfa3ZdCgnrgYULSt7Yfmgv,1,0
4id1Bi2zoj3N2rA5MRLmdDGrGQjRG3x2tAwPZuZtakme,1,0
59NhXqQH2jkLuG7sNVJCMe75neYZ1gK1pmYgtetUcHpS,1,0
8AmnFnHrZKaYHjg2XZk16RsAVpx3ekCoFkR9Ef8kk4VY,2,0
ERjJKCbohCjNR6UJ7PeHNZK9a4PnobcTEgqpRfjiXkg4,3,0
4Qy6WxBvvHPC6ARBWqMxw9nfmDgwQ38ghxDRUK2HERSe,3,0
CkcH8JaJtcxWLGikokYknaxBLZUEL7C7HR7vBtvWFo1g,1,0
HnZ9mtRBNTevy5vH4rweDqdvcQkhEYVeKNvexVnDBLt7,9,0
5tVdydmwMGsmJz8XMW7dfeRT2RT14An31GbySwuFqZvC,1,0
43S5VoYfzHPfRjmUsEXsBz2e3xirv4ZkvSmniD3chEET,2,0
68A7rJZueB2p4Vw9wYJMKqSzGXtLanfMvTvz3q3q9FHh,1,0
HutVkZNUb2Eg6bUUP7VS8mLGR2uTeMHM7t6DQEPEaNEz,2,0
2iqgZTWqNo2AT6gt1zUbT5yABtycWiEhft4nwpGV8RK1,1,0
HuWbaW6fLLeoYBhW2Vhhp4A1kxu23Gfd2ESWBGyoqEgn,1,0
7eeia8bYTTc52A4LaHS1LiDcsC94Vac2PGdXieCvJRU3,2,0
6rF7ZEs84kAEA3bxcHeFJ2ej4vQxyhc5NrRpTvwkreTp,1,0
FQvUV5GM6TrUV4vJZ2NFJty4qDH7i9eRhHXZnngRg5mC,2,0
8nsxPBVScN6Hsz4nF7w9JpDiAK1Hd8fzLroBFEJjt9LT,2,0
BQqv4znqtBb1jpRV8ZJ6eCXfFL7XFiicFVrCvRLoikzg,1,0
Fw3hj3UtFNzcZkQofz12mrtchbvniR2cVhm2YzfaYywX,4,0
BiCcdAtc5FmWtZLwEexBZYpDAR67h7gRaZMWHcRqvQKd,1,0
4d5w4LQPKDR4FNAXUgy66fECYgkA1RNAPatXRHowcxd4,2,0
B2RzRUyAf6neBvjy1UZ84uwhY7LsBoEGHP3bX3JvLG9X,1,0
4msgK65vdz5ADUAB3eTQGpF388NuQUAoknLxutUQJd5B,1,0
2RAznGh27XGqormUa5LxM4QYtY8upEZKzDJNxM4GSp6X,1,0
9gWskPNsJgoB4TFaE2WyZKA8rHstytgCvY2vT5KeAfVc,3,0
6gv7mqbLDEdCAsu6juBFHt9dAgdifahBdaXDXi5AuXGJ,1,0
9DMDYrgLZiydws8xh8rmMvuPG7HtLXMbYMB1CPeVKLkX,2,0
77W6x8WYa5NGphid1EestzaeXK4bNqtRJJRbVsFiL6yo,1,0
4TWGGYgfNNCvMQAQR2dwgZxmWxdc1UsHvKG47BFAxufw,1,0
DhZ7GuHhUumsk4wktseJUtpRoXexRMHfN13CfUpwbWob,2,0
AV3MaKVLBQPZyyRucRw1RpMaMfBExvybYGBKxySXxMw8,1,0
CvFv7UWVNN5cQzLCTBwyKULLqsSRpkABX74GCK9RovnS,2,0
52wsirvkRGg75nj2UqWsnUJnxhjnD5siu2DNnPA8FMuf,1,0
FNYRw9JZyHDJy7W4sTxCB6PGpPhimLC45sC2DPLp8L8n,1,0
ChQmQJsqYLwTnEVcBdJAA3J4gFuLd6Jxoffxtwpk59rQ,2,0
DqViE4avrby37tBhEf8kLadf8dUSfct5kKKPXr45SXBf,2,0
5KkFrNatpyej9BnxbFQmT1GTkcHx7tK4tBSdUEa18Vpa,3,0
8azWpwCWgHrmNFP8BqT4vWNrQ9uZU2xsX4WbpqktSeNV,2,0
BnjiDwTseMxbb4fXRDu9ETVdgVFtqpdJoPLWBmrWHVhk,1,0
8NAXLwBHHSoL2QRfeXirawUb6An3DCLfqf4ewCsyKCYG,2,0
2XiuJmM7TVywjqGaGCWxLVSDz4kKZytYHMtxesif7YER,4,0
7MfrVBzmduum1U7W4xsh5bidjR1c1VZkGpmcPjUk4YCc,2,0
CZJpt3KuancYRheRm9C4rFcQavGAe2JzVm5TbSc3yeKB,2,0
AJ8Jd4885JYBBeFgy8BJrbwZfbVqRCfqU8dbGxyPRVL8,1,0
FvqdreoTEKJuPXxqCq8o5m5jgj7pVU14xLArWYnY7xaE,1,0
86tWKKETyqTWrzgwRNAJERZw3gSWxM7ZQdGvq77GpGAa,1,0
HcaJJyYNDo7QBACNEv28rawLxmDTcS9coV2puKd7SbiK,1,0
6vXHcvdppwQHgyHCuTCjDZvhzS6KAL5KwCa2iP5fE9xS,2,0
7YnJRF8iWXXRd95MWcj1nbCZtAvB7SWRf8LrtWid75uX,1,0
CHYzkvRzLzV71SuZ9dFAhZDpiEHF7pcDgVguXX9LPG2f,1,0
6GxarMgCiEGn3xCe5tLJXMdGzB98CCPU9uiKssvf594i,2,0
6HJ5yRS845ncntHxpSSRGZtZV4AMPWvE1y1BnVhvjgKd,2,0
9fdGM5EiPJXKzerkDiMCWu8SXvq2P6p4rAPidTCTFBoT,1,0
6E28eHz73TYiVQiKnb9uVY5UpWJq5ziM6J7TF1PruakS,2,0
3oxkpey5mkn3Xn82WnY2ANgzcSqmdytoYXdQZEinoGUg,1,0
EyrNAfxzBt6WdEv6JB4f34FkWTNEcqE9CTeRytKRxLY6,3,1
BK4WVJPN7CENWCrXtb8DMFiKvdXYJ1AmYdgPXYfbKsNA,1,0
CKHSbBd2bjdXhFJE6DDXVxpcSNCZbVd9Y2JN8NN5j83S,1,0
8RfShSmho25mP4F3UygYqbSZ6V2f2PmiebwEqMVunbDQ,1,0
4KMMoffzUMnQZ1dP8WqPW6PB9L8cDEpVcUDPbhWh7q1t,1,0
G3oLV8oCatbVgbTJB88wmUqTkr8x8fe9f3HMXascf65X,4,0
FPtNuX42GaYB6ZpNAjBWUWHdkuaN5cFTuG4tT44zQPbr,1,0
A3Q36xTVfMAXNFegs2HXHzoSdwSKEGTJQHkmE4rfnEUd,1,0
7hQyfXBXauoUNqWs9R7NQnj35CWiWnNEvtqyxUgeR74F,4,0
2dyBumGnH6CNaxQAXEYDqasBXnQQtc2nkPYDDw7UecSt,2,0
63s726VHM53gcp3pw6SLf1pLY615uvWDjz5vL4RDBwk1,3,0
2Lg9NRwdhBXnTuwUfk9oaUqp7mJZbFbzyBY5tsXGpTZs,2,0
6dHUYtGCyoBW8PyuMDVxSJZcnFQnUZTtk5rFaeUtbSxA,2,0
6TttKgJdnnTPKYp9vKQdyq1huiJaJsNkPR4ft2VNThW4,1,0
DSqYNnT5PCDMnEcPpfP1bbxtE3rLTCXLTTRPLDQvtFut,1,0
3eCj2FCtHN4r8GUbEj4L7mVkJ18Tt7KmEgsNuuPUPNhJ,1,0
2MQyJsqQ68K2nbB5VmurFqFGEFhGbkAmzazrR2uQ9FWU,1,0
3EYZkk1QRKA9Tn1UnWQ9ESveUovzgWWLBuAm69smguuz,1,0
6hq3GHeZpG6ARQqREpH8JP4D2PArAnReh4xF8cZcW5aG,2,0
Hp8SsZZZot8UB28HTfEuxxCXECoSiwHfpzqwenjrMPKF,1,0
Fh6EEUB4ccwcCtDzyfWijAprf3qtCbuEWW7Rk1V5Chtt,1,0
BzZ3ju2NViuKxUmk73dhWfTvoVkSiSe1boMkdXNEMaiE,1,0
73HNv5JcP9EHJWMG3mnS75J5raY1LHdnSVnLVA5tAJKU,1,0
fTy9ncoiVeVX5xE9nfnubodBmRAcNqkConA9iTZX1aH,2,0
5QtqzXJDQbbVZrrWJhWcEFMZpCkcEM4WqBJLbGiPTQy5,1,0
7jqKdtfnATy4HSjrdC7xFeb1P4jiJEm9AF4yD9xnz3SW,2,0
Haw83B5NNVx8BsK4pfoN3d13wAd9KEWZpPsW123bLy2r,1,0
7oapjgAzFxCaPsWkwQTdb8GYNEaXhSDkWQEkVMquo1tN,1,0
BqwMvoR2ktaQcWDMsUMeFyes4UEE5yWJaxn6kBVjPpBH,2,0
Cny71UpRDmm8JXYEMPAuPHVu9SMiU6YZ6KxErARhbVni,1,0
Ah31PbckoJCrWkyYfVteqgE8GCwWH5SrBB1MS6FfbJ7g,2,0
j7m4gzNgAPjWi8ibbHncfWKDaSjJCtfB1M7uCsC96V2,1,0
6UNEGy2rnAd4XVPdbLRXY5zeKwUMgp7WxJgRY34KtZ54,1,0
GXNiTcGk7BYhiqTbX99CjwXYs1wkWHP27TtzGLQ7wXd8,2,0
3dM5A3LMiVqdg9Kqf34yK8mSRy2KdZ2vfk4x6jR3rzhV,1,0
BREkjhZVv1W6JjzjSdGE17EbyDA4koDoe6cVnQd6Czvz,2,0
JBa6uCoR9Z9xdT6YbPX8JkbJ4X32gbF6kFhQnGeiswkZ,1,0
voMH6DuC2YdrMWmUFXf4uKZBU7Md3NEHZFwANLP8x4h,1,0
4BpUQbXukj5UviUn3UNusqdZ5nSwXZT3cgkkpwNUP7vY,1,0
FJqB9npggS4DHpLWi4YCsSa9qj1vH7dWmz64jJezhkBF,1,0
By2TQUN532MeVAseUsPNU2cM3Ws5sAqWVRQX5qmf2H85,1,0
7Di3k6wzfN7GsXJULvqGnu1sjHZECWj8G64DUvrbxVdd,3,0
HuZ95CwYYxLS5etJ6JdurEuspmmrT1L3jQo2jJbgEGVL,1,0
D7euki5kysgubz3vWWV6TYHq8psbtNvTCxvrChqUpQK3,2,0
8afzWPZHtHwuUob3mdbzs7U9qrf66f64V4U2deSY3usQ,2,0
ACp8wu7djR9zNgY7kwJtuRUZQtjTX8BvmRzYRFFi84vu,1,0
CSWtZJi4HK3dcXBMtCk86GBHgVVBnaVotDWuFsjwHdTr,1,0
AzRmA3VrjiHM5dfFG6kPCwTuyhRpTnUmSRut9qNFudVy,1,0
9RtNbEZ4ZR8T1HFF4cujPVy2kejVBKFo3CPQi8psSa1q,1,0
6uPxhvZin4vWMWgDuUCzhdeYsz5QT4zTV9DPB2YVY5L4,2,0
8h8XQ3qRPTBMRJFHtGkWq1EKNaS1mwWYaW4uiNjKodKQ,2,0
Fjnf5FSenCRypABpeUcw7NDk5eoNi6CuGxJAdH7wgYGK,1,0
isYUVxrVJ1r5fsPaaqXeiJKvwGd2WwwBXU7XmoTVNQD,1,0
QyNPbgJk5qufgs69RMarm5TDL5hh6zdsrahhnMR1heS,1,0
3cXWEHBFmoqbdKNsbWF2tdvrFLXEpf4FVabpLixZCcGn,1,0
3soiMiQjZh83BzVsfqYKUrUjodDV1MDVsYDTsH3uwSHd,1,2
AGgvwBeMuaLRa1MCFii3huJcwWgyyoJHfUEEYEYV6mQ9,1,0
HrBwyjY99ewRR5Y4eUHdiZG532UfKYTXUkch9skQ2pBW,1,0
EeVB5M6w3oo9NE3xjiveerNraBjtUAk3A69hS8XGAiUb,3,0
5uazfdnsrtFSVGisA5kTKB7JrSwr2RRVeDHMef36dEvp,2,0
Av7UN1tXWNBbzcrLKpHqydHcNXdASaxAEYDscAGLzm9N,1,0
6CrkzitbbAs6gEgn719aybTHC5Rj5Wn5nXMH1UeZHEYF,1,0
HKctnW9mSgFj6fwTgvQxkkgcdECYbgifu8CEc8G7PhDv,2,0
76K8YbJznTbPYpf9Kff4UWNGfrhaGEkjtPPzVGqbgQeb,1,0
7durHAkxzh3qxwdxpvzMPNAcxmDtzHNSvkAy9BFCh8yA,2,0
2N2dQZJKinrZ92MHG8B2R71avYyVPfxwPrG5JeY9XptT,1,0
Bxgi3ewGeyyN1YT5RDNstyUg8XC8tgTjnZy2BdfhmiFW,1,0
CQxJndgVquxGosmxuk44iWR1tSrAF44PxtJSv5SDmkiL,2,0
3LyZtDWAVoVc7mFZcu2iZ66c3AZhNaH2m4jBtb3BEASk,2,0
VW7wS82kF35fcwPKfecEUCLAiCnWNqCXxh385RRWQoK,1,0
FtrrFm1vknDMnDsryqT36LmQYBrhrZbiAXFshMcrw6Tm,1,0
GTfqGY5Tm8gBrcKjhZxM8EKff9s2o59tp58EawjVqm1M,2,0
BAz38ER6BVoWXfzrqhbiAgcBqNmSQffiQ187218HVnw8,1,0
DHqgGBaJ2QDG6fr81JinDjuZaQBzhboMr7ju7uHaUW5t,1,0
8DLLtjFU22359LbJCaAtUEUkHRQYFtmgBGydjyWWj12m,3,0
4ZjYSCH3Sib9iMSM3QN2sL2kwxNcXG2P4XCemSC2hsyb,2,0
74XAHNk3iUESikU2x2UJp4Rvtm8HEvoiGP1mYBhtCgda,1,0
FhxDUhQoALqrczzgBsUBLh8WrjejvJgF8FrPA8Upm2C6,1,0
HisQLwdwYCemomohjErGn5hK7sZBGHrvDkj5fZpFDvUA,1,0
2rBJYTNXR7XFuecD5xxQhgLS2T47g7pSi4sWUd1B5czn,1,0
6379cMNtVxKMpfx6ssKE6AqyQQqDeqxza5i1UuPhUtst,1,0
4Byz6jik28TxHxFYsraKT2e3Lh6UBb6AVFNuSmboFeXf,1,0
ARmYbjpoGmfj8HBa2JxqS5eGFEcxgEioGifteJEBEgX1,2,0
CTpS3Nx3aXivrgmojC8Tm9UhJLV5VpWTJ8C53Qa7pqzU,1,0
92Y2Mfyh2TsQ99pigthBj9AvBBcooLCsXxNSZCeRBkyF,2,0
2yxk587jzpLymzmfsJg3TMRmSNrcXYTDqbDU3L6oU2vo,1,0
9qiQLDZyK5vUxoydL14QHHtSR7xVdEadyeido7C6uAUN,1,0
Chpw2CMLVTm5yYZvdRAsCkFsDiZszJbqCMmyXcoYMDyy,1,0
6bPPEfwXkCYEzhMdoHNEszftjxdm29USuUMEWSavVooJ,2,0
rvr67YF1oSCPdwCh8R2ALbASg2uZhbrUWWzEcDJ4fxc,1,0
6HfGgnK45EWKeuiz1XnPsxtRLPPuii4Xsihfgy2UBVFt,1,0
FZ2RhUrA3dMYLahnXX6FkYNxvc5mvC1LTCVuezZWbiKA,1,0
DZ7rZZeh5WTdy6U4CDqhfenshsKAEdj8J6vxMMYh8PK8,1,0
4f27WNrJbC8mz737wQuRtqLVvG6fqAo2aeZX8s7dc87D,1,0
BJmfQoLZBWGPWCVAYbpkrMYfxE8nMi7kMLzxTRsm4UGr,2,0
AxATtiNrdHpKh6QgEsLbiatRtt41LKcvmNcvfDw3jAcT,1,0
3YKSGJraZ5gAnDKx5R9BA7WP3M6WPkzfpbtDGTLVuuTU,1,0
ADRMvMEyWpqR166MJWHsunEBvBSxzcheTrDY1z3yLxnt,1,0
7RwoaaWfsuUinTbrgUXHMb7yRL5uorez5dQFYGXEeu93,1,0
D7VFZgCHcVN4GAqTsgYe5xpiHFkiH8HJpessxTPr3j6F,1,0
6kz3vAzJfqQi8EJhVX7pat18YqSsTitc6QdHsTWHPXhw,1,0
GSbyDNEjkeXJonnVEU9egTB97QHgC1vbBZRW4XPe4Fra,1,0
BFnAUcCn1DMJp6moZr1LWtrJ2VzcPmJdFCrdhswuB8yS,1,0
D3wHtrQi35fQLAKd9VSqwemTikGPYYRtX1epHKtWNA5A,2,0
CGdkbTct6w46xAbWo1QUdvfaAAHHGFJC8315LXC29Qyf,1,0
3CKbDoKsEKNxPyvaf6yrGsS51iaqKds94Rxyjt3PcL1E,1,0
DRPeMowpMdNNLzmsq6TydXPiMUosLAgtcJGmxPAVDNYA,1,0
89tidRv3nss8ww128Pks819CbJELcK8doeFHMMZukmev,1,0
7SxNpYBvPkmsRg8oo2yR5gzNRuWBzxsEwQywpe8eXjom,1,0
2wHv8ZwvBRYXstV6j1ZvUT66nggugvBJ2emXN8fyVmwG,3,0
EHEyxyKa2QfLBVqjViHGKNxWy1YTFa51r3Bui27ctT67,1,0
9gVDpi2W9m6byScvXLFXnuzZCuHHSruMQqkDQtDThpCU,5,0
FjdEu1fHsAxMJkLqs9XkMC8arora61dZKXU7zreBC76R,2,0
J2KtNS8uppcLKYZ4NGEDso6xyYcmGcCs1r5nnyHAWi4u,1,0
ADxjieLou4ws8xzNNicD6zne5mpvREiuR83Lay2gcb8c,3,0
CvAYNDN1uz95zz1w63uifKtvqR9Sr6eNn9a6iHCQMsbx,1,0
Feg8ZBDscy2rSNLq3cqnSheumWMDiqU9cSY9f5QHcvtb,1,0
8Rtd7gXDpzMgfukz9D4suGS9ARYo3hjmBcjoJ4PTPAm7,2,0
FxnY3iyvoeu2G4vPUWYasVrBV3KVZuh3SwCWdd63je2L,1,0
2apALiPjLhsqiJm3eopoWtKZbWMvuSorucDxXjobFnSh,1,0
GiuXaKZZZfGYr7ph4jECVv3JwcTA4DKCnH5Y8TMeywYo,1,0
21JyLgtYTygNXk1kBPQv8mByiGLK42jr244cKoWj9BQH,1,0
2pGMf9k8bvQ3msxikzx6bhfgL7siuqWz5HaDuw7HXnP3,5,0
AWhQaY2o6y7LkHUPQVAEA8SFPqEgeiE3kxmQ99asWYWU,1,0
BefoN3dRaxaqffa4Dk7LUWDgLrKkFaCTPNgx6Uyw74Y7,2,0
DaoYN8dJmyVGtummuKqKfMGnALGu9VZtY9dgWrHbNNnp,2,0
Bf4BSrJ3qdo8sXp5GQ2kYHivq6ou8Grbv9iXgGcf5k3j,1,0
3Z2V2f5D17fX6SdjmxXi5Wy9nEXLrFjtoMHJjhFtrhQt,1,0
GADJtKYi5ArDYXnXkPV6e9cytswrhck4RAKUU8GmJ9Ei,1,0
7KB5yrG92h4kvthtePz6RYbpWwE9gJvBicHmNqypwiGN,5,0
6CHxveNCA8wZirZx3fDK6bHDfY89VHHBZDpEpVVNBNS3,1,0
xvDGmFrXL5CCdo5Vr1fb4tUKfSqzUKgpPb3nrH2gzLW,2,0
6YX9MxGByrgYs93bPch4rgRuaxojGiXKsxi8R7EXkJ1r,3,0
B4WjvQieCH8q4RrWsuJ9NwmyxZ3Qj8oJ1qJDvs9E1uKM,2,0
CvjjvWNV4MeHmSJmxgvqbts5kw3GLybQ9tThrE73f4Mj,1,0
9qkjpR3ZjZUXJyfXCCg9HuoqiavC7CY1P2WwVVJUSGi9,1,0
CS2nSLWHvomnzLoHgMCKmFrCmGzLJ2YLGKdDLxoWc9AR,2,0
4LZQpcUW3FgJtaAT7NWeZoMPvvMK9N51jErFf3QukBxc,1,0
GMWYsCVH8cuLVn2cN7YhjKaYmHCk9Fwy61yDvZkBM6gU,1,0
FQSCBF2vgLhii9mNWqS3UdnGS69mFH7qbfeQvaBP9hDb,2,0
5oHUFz2arXYid8XMKAmprb4o95Hx9ZaMwQMyRQi8U2WE,1,0
